id_contrato,dt_contratacao,vr_financiado,vr_entrada,tx_juros_anual,prazo_meses,faixa_renda,uf,tipo_imovel,programa_social,score_credito_contratacao,ltv,fl_ever_inadimplente,qtd_meses_observados,max_dias_atraso,primeiro_mes_observado,ultimo_mes_observado
2052,2022-07-11,235480.21,74919.18,9.26,180,Acima de 10 SM,PB,Novo,FGTS,749,75.86,1,29,119,2022-08-01,2024-12-01
2053,2022-07-11,250000.0,64608.45,11.97,240,6 a 10 SM,RN,Usado,Livre,672,79.46,1,29,139,2022-08-01,2024-12-01
2054,2022-07-11,91380.26,10707.88,5.68,360,Até 3 SM,AM,Usado,MCMV,602,89.51,0,29,77,2022-08-01,2024-12-01
2055,2022-07-11,200000.0,35363.51,9.39,360,3 a 6 SM,RN,Novo,Livre,460,84.97,1,29,164,2022-08-01,2024-12-01
2056,2022-07-11,128386.66,18230.59,8.46,360,3 a 6 SM,SP,Novo,FGTS,708,87.57,1,29,137,2022-08-01,2024-12-01
2057,2022-07-11,276220.77,53478.78,9.4,120,6 a 10 SM,PR,Novo,FGTS,673,83.78,0,29,59,2022-08-01,2024-12-01
2058,2022-07-12,456669.98,115586.89,8.26,180,Acima de 10 SM,SP,Novo,FGTS,668,79.8,0,29,35,2022-08-01,2024-12-01
2059,2022-07-12,402633.67,131656.83,7.85,180,6 a 10 SM,MT,Novo,FGTS,523,75.36,0,29,85,2022-08-01,2024-12-01
2060,2022-07-12,332821.06,108513.7,8.63,180,Acima de 10 SM,RJ,Novo,Livre,885,75.41,0,29,69,2022-08-01,2024-12-01
2061,2022-07-12,257929.63,81540.35,7.58,240,6 a 10 SM,SP,Usado,FGTS,751,75.98,1,29,165,2022-08-01,2024-12-01
2062,2022-07-12,116968.97,13452.21,4.93,360,Até 3 SM,MG,Novo,MCMV,601,89.69,1,29,133,2022-08-01,2024-12-01
2063,2022-07-12,179750.38,21872.73,9.35,120,Até 3 SM,SP,Novo,FGTS,662,89.15,1,29,162,2022-08-01,2024-12-01
2064,2022-07-12,402061.1,107243.94,7.82,240,Acima de 10 SM,SP,Usado,FGTS,858,78.94,0,29,66,2022-08-01,2024-12-01
2065,2022-07-12,200000.0,42996.82,10.0,240,3 a 6 SM,MG,Novo,Livre,602,82.31,0,29,64,2022-08-01,2024-12-01
2066,2022-07-12,200000.0,33105.77,8.8,180,3 a 6 SM,SP,Usado,Livre,725,85.8,1,29,122,2022-08-01,2024-12-01
2067,2022-07-12,123361.51,28612.03,9.18,240,3 a 6 SM,SP,Usado,FGTS,573,81.17,1,29,135,2022-08-01,2024-12-01
2068,2022-07-12,313600.69,78980.67,7.56,240,6 a 10 SM,RJ,Usado,FGTS,651,79.88,1,29,175,2022-08-01,2024-12-01
2069,2022-07-12,291922.38,123178.3,8.23,180,Acima de 10 SM,SP,Novo,FGTS,614,70.33,1,29,109,2022-08-01,2024-12-01
2070,2022-07-12,146939.07,20890.5,5.23,360,Até 3 SM,CE,Usado,MCMV,822,87.55,0,29,39,2022-08-01,2024-12-01
2071,2022-07-13,402789.39,123449.42,7.82,300,6 a 10 SM,SP,Novo,FGTS,724,76.54,1,29,155,2022-08-01,2024-12-01
2072,2022-07-13,133462.81,15889.14,6.95,300,Até 3 SM,RN,Usado,MCMV,532,89.36,1,29,154,2022-08-01,2024-12-01
2073,2022-07-13,455160.39,145203.18,8.87,360,6 a 10 SM,PA,Usado,FGTS,525,75.81,0,29,47,2022-08-01,2024-12-01
2074,2022-07-13,125903.63,16809.51,6.96,360,Até 3 SM,AC,Novo,MCMV,641,88.22,1,29,179,2022-08-01,2024-12-01
2075,2022-07-13,110834.54,14542.49,4.36,300,Até 3 SM,RJ,Novo,MCMV,533,88.4,1,29,101,2022-08-01,2024-12-01
2076,2022-07-13,154278.29,31309.09,6.02,360,3 a 6 SM,SP,Usado,MCMV,618,83.13,0,29,63,2022-08-01,2024-12-01
2077,2022-07-13,115807.74,17934.01,7.79,180,Até 3 SM,SP,Usado,FGTS,476,86.59,1,29,109,2022-08-01,2024-12-01
2078,2022-07-13,160870.49,33869.62,5.3,240,3 a 6 SM,SP,Usado,MCMV,628,82.61,1,29,153,2022-08-01,2024-12-01
2079,2022-07-13,125921.22,20886.37,5.16,300,Até 3 SM,AP,Usado,MCMV,563,85.77,1,29,116,2022-08-01,2024-12-01
2080,2022-07-13,374670.69,98887.25,10.25,180,6 a 10 SM,PE,Usado,Livre,568,79.12,0,29,56,2022-08-01,2024-12-01
2081,2022-07-13,190382.41,71632.2,9.07,300,Acima de 10 SM,SP,Novo,FGTS,900,72.66,0,29,69,2022-08-01,2024-12-01
2082,2022-07-13,232130.31,65389.44,8.56,180,6 a 10 SM,BA,Usado,FGTS,678,78.02,0,29,66,2022-08-01,2024-12-01
2083,2022-07-13,316395.81,104618.32,8.83,240,Acima de 10 SM,SP,Novo,FGTS,817,75.15,1,29,133,2022-08-01,2024-12-01
2084,2022-07-14,126242.16,14441.78,5.28,360,Até 3 SM,RS,Novo,MCMV,677,89.73,1,29,99,2022-08-01,2024-12-01
2085,2022-07-14,174877.08,20500.75,7.0,120,Até 3 SM,SP,Usado,FGTS,544,89.51,1,29,144,2022-08-01,2024-12-01
2086,2022-07-14,253118.54,90963.83,7.76,360,Acima de 10 SM,PE,Usado,FGTS,764,73.56,0,29,76,2022-08-01,2024-12-01
2087,2022-07-14,258609.73,55965.65,11.68,300,3 a 6 SM,SC,Novo,Livre,670,82.21,1,29,153,2022-08-01,2024-12-01
2088,2022-07-14,159496.63,26005.38,6.19,360,Até 3 SM,RS,Novo,MCMV,632,85.98,1,29,133,2022-08-01,2024-12-01
2089,2022-07-14,189412.02,25980.05,7.77,180,Até 3 SM,SP,Usado,FGTS,463,87.94,1,29,141,2022-08-01,2024-12-01
2090,2022-07-14,191632.8,29004.48,5.34,300,3 a 6 SM,RN,Novo,MCMV,563,86.85,0,29,50,2022-08-01,2024-12-01
2091,2022-07-14,283100.69,69361.94,7.58,300,6 a 10 SM,SP,Usado,FGTS,716,80.32,0,29,80,2022-08-01,2024-12-01
2092,2022-07-14,83720.28,14336.96,6.76,300,Até 3 SM,SP,Usado,MCMV,652,85.38,0,29,86,2022-08-01,2024-12-01
2093,2022-07-14,500000.0,139195.39,9.48,360,6 a 10 SM,GO,Novo,FGTS,735,78.22,1,29,147,2022-08-01,2024-12-01
2094,2022-07-15,205979.61,31667.46,9.78,300,3 a 6 SM,SC,Novo,Livre,503,86.67,1,29,161,2022-08-01,2024-12-01
2095,2022-07-15,100770.66,12838.35,6.69,180,Até 3 SM,RS,Usado,MCMV,506,88.7,0,29,69,2022-08-01,2024-12-01
2096,2022-07-15,461913.39,118246.3,8.51,180,Acima de 10 SM,ES,Usado,FGTS,697,79.62,0,29,46,2022-08-01,2024-12-01
2097,2022-07-15,307042.58,102011.99,7.4,300,Acima de 10 SM,MG,Usado,FGTS,631,75.06,1,29,107,2022-08-01,2024-12-01
2098,2022-07-15,147200.75,32161.27,8.19,180,3 a 6 SM,SP,Usado,FGTS,651,82.07,0,29,48,2022-08-01,2024-12-01
2099,2022-07-15,166646.7,24654.61,4.43,360,Até 3 SM,MG,Usado,MCMV,573,87.11,0,29,40,2022-08-01,2024-12-01
2100,2022-07-15,127876.41,21432.72,9.36,360,3 a 6 SM,SP,Usado,FGTS,743,85.65,1,29,129,2022-08-01,2024-12-01
2101,2022-07-15,227547.94,70337.3,8.73,240,6 a 10 SM,RJ,Novo,FGTS,795,76.39,1,29,167,2022-08-01,2024-12-01
2102,2022-07-15,118538.91,17933.34,5.65,300,Até 3 SM,SC,Usado,MCMV,570,86.86,1,29,154,2022-08-01,2024-12-01
2103,2022-07-15,355933.77,151195.98,7.15,120,Acima de 10 SM,MS,Novo,FGTS,778,70.19,0,29,18,2022-08-01,2024-12-01
2104,2022-07-15,148671.54,27329.75,4.07,360,3 a 6 SM,RJ,Novo,MCMV,615,84.47,1,29,144,2022-08-01,2024-12-01
2105,2022-07-15,200000.0,28687.15,9.48,120,3 a 6 SM,CE,Novo,Livre,642,87.46,1,29,131,2022-08-01,2024-12-01
2106,2022-07-15,134050.94,16634.59,6.98,360,Até 3 SM,RJ,Usado,MCMV,591,88.96,1,29,125,2022-08-01,2024-12-01
2107,2022-07-15,257488.76,73119.3,9.47,240,6 a 10 SM,RJ,Usado,FGTS,697,77.88,0,29,74,2022-08-01,2024-12-01
2108,2022-07-16,120793.69,16168.48,6.76,180,Até 3 SM,SP,Usado,MCMV,539,88.19,1,29,121,2022-08-01,2024-12-01
2109,2022-07-16,144951.73,32068.11,7.11,300,3 a 6 SM,PR,Usado,FGTS,639,81.88,0,29,68,2022-08-01,2024-12-01
2110,2022-07-16,208706.52,31097.56,5.66,300,Até 3 SM,SP,Novo,MCMV,448,87.03,0,29,16,2022-08-01,2024-12-01
2111,2022-07-16,309530.27,100255.73,11.17,240,6 a 10 SM,MS,Usado,Livre,702,75.53,1,29,169,2022-08-01,2024-12-01
2112,2022-07-16,378543.32,57427.6,8.58,240,3 a 6 SM,MS,Usado,Livre,574,86.83,1,29,125,2022-08-01,2024-12-01
2113,2022-07-16,223786.38,73368.4,8.42,240,6 a 10 SM,RN,Novo,FGTS,701,75.31,0,29,53,2022-08-01,2024-12-01
2114,2022-07-16,175203.28,26613.07,7.16,300,3 a 6 SM,MG,Novo,FGTS,585,86.81,1,29,119,2022-08-01,2024-12-01
2115,2022-07-16,128020.94,14738.97,5.14,360,Até 3 SM,PB,Usado,MCMV,452,89.68,1,29,170,2022-08-01,2024-12-01
2116,2022-07-16,99102.08,20458.96,4.37,240,3 a 6 SM,MA,Novo,MCMV,682,82.89,1,29,117,2022-08-01,2024-12-01
2117,2022-07-16,200000.0,43453.42,11.44,120,3 a 6 SM,PA,Usado,Livre,654,82.15,0,29,73,2022-08-01,2024-12-01
2118,2022-07-16,123076.21,14455.72,6.37,240,Até 3 SM,RJ,Usado,MCMV,721,89.49,1,29,142,2022-08-01,2024-12-01
2119,2022-07-16,165561.48,26971.92,9.28,120,Até 3 SM,SP,Usado,FGTS,393,85.99,1,29,143,2022-08-01,2024-12-01
2120,2022-07-16,250612.56,81803.64,9.27,240,6 a 10 SM,ES,Novo,FGTS,613,75.39,0,29,56,2022-08-01,2024-12-01
2121,2022-07-16,80000.0,12971.49,5.76,240,Até 3 SM,SP,Usado,MCMV,564,86.05,1,29,144,2022-08-01,2024-12-01
2122,2022-07-16,214830.43,37021.07,8.19,360,Até 3 SM,PI,Novo,FGTS,587,85.3,1,29,145,2022-08-01,2024-12-01
2123,2022-07-16,200000.0,41620.96,8.93,240,3 a 6 SM,MG,Novo,Livre,635,82.77,1,29,123,2022-08-01,2024-12-01
2124,2022-07-16,201549.35,28911.58,4.43,180,Até 3 SM,BA,Novo,MCMV,620,87.45,0,29,87,2022-08-01,2024-12-01
2125,2022-07-17,159538.57,21260.68,7.66,360,Até 3 SM,SP,Usado,FGTS,570,88.24,1,29,136,2022-08-01,2024-12-01
2126,2022-07-17,129192.19,22149.43,5.81,180,3 a 6 SM,SP,Novo,MCMV,590,85.36,1,29,149,2022-08-01,2024-12-01
2127,2022-07-17,144429.39,20316.28,7.42,300,Até 3 SM,PR,Usado,FGTS,550,87.67,1,29,146,2022-08-01,2024-12-01
2128,2022-07-17,200000.0,38300.74,9.58,180,3 a 6 SM,PA,Usado,Livre,623,83.93,0,29,35,2022-08-01,2024-12-01
2129,2022-07-17,155067.91,31752.93,7.38,360,3 a 6 SM,SP,Usado,FGTS,694,83.0,1,29,132,2022-08-01,2024-12-01
2130,2022-07-17,357039.32,66221.53,8.6,300,6 a 10 SM,RR,Novo,FGTS,653,84.35,0,29,82,2022-08-01,2024-12-01
2131,2022-07-17,125716.75,29393.95,5.41,240,3 a 6 SM,MT,Usado,MCMV,699,81.05,0,29,20,2022-08-01,2024-12-01
2132,2022-07-17,147602.97,26059.38,7.21,120,3 a 6 SM,CE,Novo,FGTS,729,84.99,0,29,43,2022-08-01,2024-12-01
2133,2022-07-17,139685.56,20759.61,6.83,360,Até 3 SM,RN,Usado,MCMV,498,87.06,1,29,102,2022-08-01,2024-12-01
2134,2022-07-17,127617.05,18926.5,4.51,360,3 a 6 SM,RR,Usado,MCMV,523,87.08,0,29,68,2022-08-01,2024-12-01
2135,2022-07-18,202779.94,39767.33,8.82,360,6 a 10 SM,RJ,Usado,FGTS,661,83.6,1,29,140,2022-08-01,2024-12-01
2136,2022-07-18,332298.46,65813.75,7.31,300,6 a 10 SM,PR,Novo,FGTS,619,83.47,0,29,81,2022-08-01,2024-12-01
2137,2022-07-18,99307.99,13987.53,4.88,120,Até 3 SM,SP,Usado,MCMV,655,87.65,1,29,151,2022-08-01,2024-12-01
2138,2022-07-18,224703.63,31049.03,9.34,240,Até 3 SM,SP,Usado,FGTS,414,87.86,1,29,91,2022-08-01,2024-12-01
2139,2022-07-18,348032.91,141791.65,8.94,240,Acima de 10 SM,PA,Usado,Livre,711,71.05,1,29,157,2022-08-01,2024-12-01
2140,2022-07-18,101518.74,13694.11,6.02,300,Até 3 SM,CE,Novo,MCMV,715,88.11,0,29,56,2022-08-01,2024-12-01
2141,2022-07-18,272522.35,73709.39,9.31,360,Acima de 10 SM,BA,Novo,FGTS,841,78.71,0,29,42,2022-08-01,2024-12-01
2142,2022-07-18,244866.21,56155.65,8.63,180,6 a 10 SM,SP,Usado,FGTS,768,81.34,1,29,165,2022-08-01,2024-12-01
2143,2022-07-18,305163.46,81215.94,7.08,300,Acima de 10 SM,PI,Novo,FGTS,894,78.98,1,29,149,2022-08-01,2024-12-01
2144,2022-07-19,394110.61,90268.63,8.49,360,6 a 10 SM,MG,Usado,FGTS,649,81.36,0,29,62,2022-08-01,2024-12-01
2145,2022-07-19,195823.69,35123.5,7.79,360,3 a 6 SM,RJ,Novo,FGTS,547,84.79,1,29,134,2022-08-01,2024-12-01
2146,2022-07-19,206112.06,54937.82,7.94,360,Acima de 10 SM,RS,Usado,FGTS,771,78.96,1,29,137,2022-08-01,2024-12-01
2147,2022-07-19,138056.81,19197.85,6.92,120,3 a 6 SM,MT,Usado,MCMV,534,87.79,1,29,179,2022-08-01,2024-12-01
2148,2022-07-19,99501.87,15132.46,4.08,240,3 a 6 SM,BA,Usado,MCMV,620,86.8,0,29,37,2022-08-01,2024-12-01
2149,2022-07-19,132577.16,22290.29,4.93,360,Até 3 SM,TO,Novo,MCMV,685,85.61,0,29,57,2022-08-01,2024-12-01
2150,2022-07-19,200000.0,38107.71,9.94,180,3 a 6 SM,MA,Novo,Livre,768,84.0,1,29,129,2022-08-01,2024-12-01
2151,2022-07-19,407550.56,121794.25,8.19,360,6 a 10 SM,BA,Usado,FGTS,762,76.99,1,29,95,2022-08-01,2024-12-01
2152,2022-07-19,196819.09,35536.27,7.53,360,3 a 6 SM,ES,Novo,FGTS,684,84.71,0,29,57,2022-08-01,2024-12-01
2153,2022-07-19,86065.73,17135.66,4.52,240,3 a 6 SM,RJ,Usado,MCMV,701,83.4,1,29,135,2022-08-01,2024-12-01
2154,2022-07-20,186093.87,25768.2,7.58,180,3 a 6 SM,RJ,Usado,FGTS,626,87.84,0,29,65,2022-08-01,2024-12-01
2155,2022-07-20,523216.06,217844.98,11.07,300,Acima de 10 SM,DF,Usado,Livre,685,70.6,1,29,92,2022-08-01,2024-12-01
2156,2022-07-20,178283.32,29199.08,7.19,120,Até 3 SM,SE,Usado,FGTS,683,85.93,1,29,124,2022-08-01,2024-12-01
2157,2022-07-20,124910.59,24257.86,7.6,240,3 a 6 SM,GO,Novo,FGTS,634,83.74,0,29,86,2022-08-01,2024-12-01
2158,2022-07-20,304890.67,84447.37,9.32,180,6 a 10 SM,MG,Novo,FGTS,829,78.31,0,29,60,2022-08-01,2024-12-01
2159,2022-07-20,200000.0,35060.56,9.49,300,3 a 6 SM,PB,Novo,Livre,599,85.08,0,29,90,2022-08-01,2024-12-01
2160,2022-07-20,112268.15,19854.91,5.31,240,3 a 6 SM,SP,Usado,MCMV,708,84.97,1,29,128,2022-08-01,2024-12-01
2161,2022-07-20,113990.81,18535.86,4.27,300,Até 3 SM,GO,Novo,MCMV,622,86.01,0,29,43,2022-08-01,2024-12-01
2162,2022-07-21,301909.27,56800.22,9.3,240,3 a 6 SM,RN,Usado,Livre,655,84.17,1,29,124,2022-08-01,2024-12-01
2163,2022-07-21,109488.03,22929.72,6.74,300,3 a 6 SM,SC,Novo,MCMV,528,82.68,1,29,110,2022-08-01,2024-12-01
2164,2022-07-21,103084.44,17646.71,6.77,240,3 a 6 SM,RJ,Novo,MCMV,585,85.38,1,29,147,2022-08-01,2024-12-01
2165,2022-07-21,167339.15,27680.94,4.95,180,Até 3 SM,RJ,Usado,MCMV,542,85.81,1,29,173,2022-08-01,2024-12-01
2166,2022-07-21,203009.44,30697.77,9.12,300,3 a 6 SM,PE,Novo,FGTS,835,86.86,0,29,17,2022-08-01,2024-12-01
2167,2022-07-21,177927.26,26092.28,4.1,240,3 a 6 SM,SP,Usado,MCMV,725,87.21,1,29,145,2022-08-01,2024-12-01
2168,2022-07-21,175726.12,20118.79,7.22,120,Até 3 SM,SC,Usado,FGTS,687,89.73,1,29,178,2022-08-01,2024-12-01
2169,2022-07-21,427580.52,121062.24,11.94,300,6 a 10 SM,RJ,Usado,Livre,684,77.93,1,29,128,2022-08-01,2024-12-01
2170,2022-07-21,142390.05,19233.41,4.58,120,Até 3 SM,MG,Usado,MCMV,507,88.1,1,29,125,2022-08-01,2024-12-01
2171,2022-07-21,184410.63,36619.83,5.99,240,3 a 6 SM,RJ,Novo,MCMV,564,83.43,1,29,116,2022-08-01,2024-12-01
2172,2022-07-21,352966.14,113355.51,9.33,120,6 a 10 SM,RO,Usado,FGTS,783,75.69,1,29,100,2022-08-01,2024-12-01
2173,2022-07-21,173936.65,26914.24,8.82,240,Até 3 SM,MG,Usado,FGTS,437,86.6,0,29,82,2022-08-01,2024-12-01
2174,2022-07-22,492570.0,123556.53,7.44,360,Acima de 10 SM,SP,Novo,FGTS,749,79.95,1,29,135,2022-08-01,2024-12-01
2175,2022-07-22,245340.41,54321.36,8.02,300,3 a 6 SM,RS,Novo,FGTS,550,81.87,1,29,166,2022-08-01,2024-12-01
2176,2022-07-22,185653.57,38702.39,8.95,300,3 a 6 SM,PE,Novo,FGTS,567,82.75,1,29,104,2022-08-01,2024-12-01
2177,2022-07-22,112497.26,14317.61,5.82,300,Até 3 SM,RN,Novo,MCMV,585,88.71,1,29,123,2022-08-01,2024-12-01
2178,2022-07-22,302521.89,77754.36,7.87,360,6 a 10 SM,SP,Usado,FGTS,837,79.55,1,29,108,2022-08-01,2024-12-01
2179,2022-07-22,211291.91,35587.83,9.12,360,Até 3 SM,SP,Usado,FGTS,544,85.58,1,29,144,2022-08-01,2024-12-01
2180,2022-07-22,148739.11,21860.46,7.19,300,Até 3 SM,PR,Usado,FGTS,575,87.19,1,29,168,2022-08-01,2024-12-01
2181,2022-07-22,271927.43,59517.64,9.03,180,6 a 10 SM,MG,Usado,FGTS,739,82.04,1,29,155,2022-08-01,2024-12-01
2182,2022-07-22,326688.47,110264.56,8.25,240,Acima de 10 SM,MG,Usado,FGTS,725,74.77,0,29,76,2022-08-01,2024-12-01
2183,2022-07-22,377560.9,106853.48,11.91,360,Acima de 10 SM,SP,Usado,Livre,688,77.94,1,29,171,2022-08-01,2024-12-01
2184,2022-07-22,239601.49,39920.42,11.66,180,3 a 6 SM,SP,Novo,Livre,569,85.72,1,29,162,2022-08-01,2024-12-01
2185,2022-07-22,296345.74,97157.06,7.04,300,6 a 10 SM,MT,Usado,FGTS,756,75.31,1,29,155,2022-08-01,2024-12-01
2186,2022-07-22,169653.82,63320.49,7.09,360,Acima de 10 SM,MG,Novo,FGTS,746,72.82,1,29,146,2022-08-01,2024-12-01
2187,2022-07-22,98060.05,21260.0,6.65,360,3 a 6 SM,RJ,Usado,MCMV,665,82.18,1,29,141,2022-08-01,2024-12-01
2188,2022-07-22,105217.34,20008.28,9.32,180,3 a 6 SM,AL,Usado,FGTS,611,84.02,1,29,109,2022-08-01,2024-12-01
2189,2022-07-22,238582.99,48626.58,7.49,360,6 a 10 SM,RN,Usado,FGTS,537,83.07,1,29,156,2022-08-01,2024-12-01
2190,2022-07-23,145021.59,29391.62,7.86,120,3 a 6 SM,PB,Usado,FGTS,663,83.15,1,29,141,2022-08-01,2024-12-01
2191,2022-07-23,345720.69,91896.68,10.28,360,6 a 10 SM,RJ,Usado,Livre,729,79.0,1,29,167,2022-08-01,2024-12-01
2192,2022-07-23,204302.86,23050.06,7.95,300,Até 3 SM,RS,Novo,FGTS,587,89.86,1,29,109,2022-08-01,2024-12-01
2193,2022-07-23,136340.33,18674.3,6.31,300,Até 3 SM,SP,Novo,MCMV,473,87.95,1,29,144,2022-08-01,2024-12-01
2194,2022-07-23,207490.77,31709.42,9.39,240,Até 3 SM,MG,Novo,FGTS,667,86.74,0,29,65,2022-08-01,2024-12-01
2195,2022-07-23,200071.89,60987.06,7.11,120,Acima de 10 SM,MA,Novo,FGTS,900,76.64,0,29,2,2022-08-01,2024-12-01
2196,2022-07-23,275929.56,70663.65,9.0,360,Acima de 10 SM,SP,Novo,FGTS,728,79.61,1,29,121,2022-08-01,2024-12-01
2197,2022-07-23,358689.49,78190.19,7.83,300,3 a 6 SM,RJ,Novo,FGTS,583,82.1,0,29,83,2022-08-01,2024-12-01
2198,2022-07-23,80000.0,15208.98,6.44,360,3 a 6 SM,MG,Usado,MCMV,539,84.03,0,29,88,2022-08-01,2024-12-01
2199,2022-07-23,194479.68,58779.11,8.55,300,6 a 10 SM,MG,Usado,FGTS,750,76.79,0,29,72,2022-08-01,2024-12-01
2200,2022-07-23,142511.57,18636.18,4.35,360,Até 3 SM,MG,Usado,MCMV,616,88.44,1,29,172,2022-08-01,2024-12-01
2201,2022-07-24,101145.43,12906.33,5.73,300,Até 3 SM,RJ,Usado,MCMV,527,88.68,0,29,82,2022-08-01,2024-12-01
2202,2022-07-24,157602.88,23556.32,4.4,240,Até 3 SM,SP,Usado,MCMV,546,87.0,1,29,157,2022-08-01,2024-12-01
2203,2022-07-24,102927.73,20042.01,6.14,180,3 a 6 SM,RS,Novo,MCMV,701,83.7,1,29,93,2022-08-01,2024-12-01
2204,2022-07-24,188471.56,25955.67,5.14,180,Até 3 SM,SC,Novo,MCMV,599,87.9,0,29,73,2022-08-01,2024-12-01
2205,2022-07-24,300000.0,124412.78,9.87,360,Acima de 10 SM,PR,Usado,Livre,720,70.69,1,29,118,2022-08-01,2024-12-01
2206,2022-07-24,103474.15,16850.56,4.26,180,3 a 6 SM,PB,Novo,MCMV,552,86.0,1,29,100,2022-08-01,2024-12-01
2207,2022-07-24,300000.0,114054.71,10.94,240,Acima de 10 SM,MA,Usado,Livre,669,72.45,1,29,148,2022-08-01,2024-12-01
2208,2022-07-24,150391.74,25686.63,9.37,300,3 a 6 SM,MG,Usado,FGTS,704,85.41,1,29,168,2022-08-01,2024-12-01
2209,2022-07-24,96916.86,17744.73,4.81,240,3 a 6 SM,SP,Novo,MCMV,564,84.52,0,29,31,2022-08-01,2024-12-01
2210,2022-07-24,200000.0,31715.87,11.0,360,3 a 6 SM,BA,Usado,Livre,480,86.31,1,29,91,2022-08-01,2024-12-01
2211,2022-07-24,256474.96,83356.75,8.06,300,6 a 10 SM,MT,Usado,FGTS,721,75.47,1,29,148,2022-08-01,2024-12-01
2212,2022-07-25,100000.0,24017.26,7.89,360,3 a 6 SM,RS,Novo,FGTS,683,80.63,0,29,58,2022-08-01,2024-12-01
2213,2022-07-25,304998.34,98712.74,7.54,240,6 a 10 SM,ES,Usado,FGTS,675,75.55,1,29,171,2022-08-01,2024-12-01
2214,2022-07-25,364271.42,121756.9,9.99,240,Acima de 10 SM,AM,Usado,Livre,806,74.95,0,29,26,2022-08-01,2024-12-01
2215,2022-07-25,233418.78,67324.15,7.87,240,Acima de 10 SM,BA,Usado,FGTS,707,77.61,0,29,78,2022-08-01,2024-12-01
2216,2022-07-25,200000.0,27840.97,11.54,300,3 a 6 SM,AL,Usado,Livre,727,87.78,1,29,155,2022-08-01,2024-12-01
2217,2022-07-25,336842.37,71348.36,9.16,180,6 a 10 SM,DF,Usado,FGTS,751,82.52,0,29,89,2022-08-01,2024-12-01
2218,2022-07-25,115270.78,12879.43,5.68,180,Até 3 SM,SP,Usado,MCMV,519,89.95,1,29,145,2022-08-01,2024-12-01
2219,2022-07-26,107724.16,15790.83,4.87,360,3 a 6 SM,SP,Novo,MCMV,709,87.22,1,29,164,2022-08-01,2024-12-01
2220,2022-07-26,471709.32,119471.66,9.37,240,Acima de 10 SM,GO,Usado,FGTS,857,79.79,0,29,24,2022-08-01,2024-12-01
2221,2022-07-26,183514.7,29749.34,9.31,240,3 a 6 SM,RJ,Novo,FGTS,635,86.05,1,29,163,2022-08-01,2024-12-01
2222,2022-07-26,207342.78,72744.3,8.8,360,Acima de 10 SM,PE,Usado,FGTS,848,74.03,1,29,162,2022-08-01,2024-12-01
2223,2022-07-26,98934.22,17262.89,4.36,240,Até 3 SM,RS,Novo,MCMV,645,85.14,1,29,146,2022-08-01,2024-12-01
2224,2022-07-26,294701.51,86239.3,7.71,300,6 a 10 SM,SP,Usado,FGTS,781,77.36,0,29,67,2022-08-01,2024-12-01
2225,2022-07-26,212113.46,30728.01,7.18,240,Até 3 SM,CE,Novo,FGTS,569,87.35,1,29,172,2022-08-01,2024-12-01
2226,2022-07-27,110967.06,18839.24,7.46,300,Até 3 SM,SP,Novo,FGTS,729,85.49,1,29,111,2022-08-01,2024-12-01
2227,2022-07-27,159124.77,39424.52,5.16,180,3 a 6 SM,PA,Usado,MCMV,693,80.14,1,29,180,2022-08-01,2024-12-01
2228,2022-07-27,138657.18,32600.68,6.78,300,3 a 6 SM,RS,Novo,MCMV,560,80.96,0,29,49,2022-08-01,2024-12-01
2229,2022-07-27,192887.82,54085.08,8.32,300,6 a 10 SM,RS,Usado,FGTS,704,78.1,0,29,56,2022-08-01,2024-12-01
2230,2022-07-27,119798.83,18823.38,6.04,240,3 a 6 SM,MT,Usado,MCMV,547,86.42,0,29,81,2022-08-01,2024-12-01
2231,2022-07-27,181883.79,24604.65,7.86,300,Até 3 SM,RJ,Usado,FGTS,575,88.08,1,29,175,2022-08-01,2024-12-01
2232,2022-07-27,301570.68,79242.74,9.0,120,6 a 10 SM,RN,Usado,FGTS,731,79.19,1,29,129,2022-08-01,2024-12-01
2233,2022-07-27,113835.16,15996.05,5.52,360,Até 3 SM,RR,Usado,MCMV,756,87.68,1,29,149,2022-08-01,2024-12-01
2234,2022-07-28,513471.91,153668.77,11.75,360,Acima de 10 SM,RJ,Novo,Livre,762,76.97,1,29,145,2022-08-01,2024-12-01
2235,2022-07-28,298606.55,59703.39,10.86,240,6 a 10 SM,RO,Novo,Livre,718,83.34,1,29,160,2022-08-01,2024-12-01
2236,2022-07-28,89079.73,16187.53,5.99,240,3 a 6 SM,MG,Usado,MCMV,572,84.62,0,29,87,2022-08-01,2024-12-01
2237,2022-07-28,98891.61,14895.87,5.58,300,Até 3 SM,MA,Usado,MCMV,722,86.91,0,29,80,2022-08-01,2024-12-01
2238,2022-07-28,364333.21,89514.6,10.87,300,6 a 10 SM,RJ,Usado,Livre,807,80.28,1,29,158,2022-08-01,2024-12-01
2239,2022-07-28,158917.28,22888.48,8.81,360,3 a 6 SM,SP,Novo,FGTS,522,87.41,1,29,124,2022-08-01,2024-12-01
2240,2022-07-28,200000.0,47571.88,10.83,360,3 a 6 SM,BA,Usado,Livre,701,80.78,1,29,160,2022-08-01,2024-12-01
2241,2022-07-28,164959.84,29594.14,8.93,240,3 a 6 SM,BA,Usado,FGTS,629,84.79,1,29,93,2022-08-01,2024-12-01
