id_contrato,dt_contratacao,vr_financiado,vr_entrada,tx_juros_anual,prazo_meses,faixa_renda,uf,tipo_imovel,programa_social,score_credito_contratacao,ltv,fl_ever_inadimplente,primeiro_mes_observado,ultimo_mes_observado,qtd_meses_observados,max_dias_atraso,regiao,score_100,ltv_10pp,prazo_5anos,log_vr_financiado
2047,2022-07-10,250000.0,81227.37,11.07,300,6 a 10 SM,SC,Usado,Livre,690,75.48,1,2022-08-01,2024-12-01,29,137,Sul,6.9,7.548,5.0,12.429216196844383
2048,2022-07-10,159436.22,18997.19,9.26,300,Até 3 SM,PR,Usado,FGTS,515,89.35,1,2022-08-01,2024-12-01,29,159,Sul,5.15,8.934999999999999,5.0,11.979399246627715
2049,2022-07-11,195175.28,30858.64,7.3,180,Até 3 SM,RJ,Novo,FGTS,510,86.35,1,2022-08-01,2024-12-01,29,138,Sudeste,5.1,8.635,3.0,12.181653305597427
2050,2022-07-11,160904.4,27207.23,4.95,240,Até 3 SM,BA,Usado,MCMV,694,85.54,1,2022-08-01,2024-12-01,29,146,Nordeste,6.94,8.554,4.0,11.988565678784324
2051,2022-07-11,396009.55,115706.93,10.75,180,6 a 10 SM,SE,Novo,Livre,705,77.39,0,2022-08-01,2024-12-01,29,55,Nordeste,7.05,7.739,3.0,12.889193606107444
2052,2022-07-11,235480.21,74919.18,9.26,180,Acima de 10 SM,PB,Novo,FGTS,749,75.86,1,2022-08-01,2024-12-01,29,119,Nordeste,7.49,7.586,3.0,12.36938215493728
2053,2022-07-11,250000.0,64608.45,11.97,240,6 a 10 SM,RN,Usado,Livre,672,79.46,1,2022-08-01,2024-12-01,29,139,Nordeste,6.72,7.946,4.0,12.429216196844383
2054,2022-07-11,91380.26,10707.88,5.68,360,Até 3 SM,AM,Usado,MCMV,602,89.51,0,2022-08-01,2024-12-01,29,77,Norte,6.02,8.951,6.0,11.42278476037476
2055,2022-07-11,200000.0,35363.51,9.39,360,3 a 6 SM,RN,Novo,Livre,460,84.97,1,2022-08-01,2024-12-01,29,164,Nordeste,4.6,8.497,6.0,12.206072645530174
2056,2022-07-11,128386.66,18230.59,8.46,360,3 a 6 SM,SP,Novo,FGTS,708,87.57,1,2022-08-01,2024-12-01,29,137,Sudeste,7.08,8.757,6.0,11.762801770759637
2057,2022-07-11,276220.77,53478.78,9.4,120,6 a 10 SM,PR,Novo,FGTS,673,83.78,0,2022-08-01,2024-12-01,29,59,Sul,6.73,8.378,2.0,12.52895571626108
2058,2022-07-12,456669.98,115586.89,8.26,180,Acima de 10 SM,SP,Novo,FGTS,668,79.8,0,2022-08-01,2024-12-01,29,35,Sudeste,6.68,7.9799999999999995,3.0,13.031716264584329
2059,2022-07-12,402633.67,131656.83,7.85,180,6 a 10 SM,MT,Novo,FGTS,523,75.36,0,2022-08-01,2024-12-01,29,85,Centro-Oeste,5.23,7.536,3.0,12.905782420086844
2060,2022-07-12,332821.06,108513.7,8.63,180,Acima de 10 SM,RJ,Novo,Livre,885,75.41,0,2022-08-01,2024-12-01,29,69,Sudeste,8.85,7.5409999999999995,3.0,12.715360267177017
2061,2022-07-12,257929.63,81540.35,7.58,240,6 a 10 SM,SP,Usado,FGTS,751,75.98,1,2022-08-01,2024-12-01,29,165,Sudeste,7.51,7.598000000000001,4.0,12.460442074762195
2062,2022-07-12,116968.97,13452.21,4.93,360,Até 3 SM,MG,Novo,MCMV,601,89.69,1,2022-08-01,2024-12-01,29,133,Sudeste,6.01,8.969,6.0,11.669663964929313
2063,2022-07-12,179750.38,21872.73,9.35,120,Até 3 SM,SP,Novo,FGTS,662,89.15,1,2022-08-01,2024-12-01,29,162,Sudeste,6.62,8.915000000000001,2.0,12.099324389628347
2064,2022-07-12,402061.1,107243.94,7.82,240,Acima de 10 SM,SP,Usado,FGTS,858,78.94,0,2022-08-01,2024-12-01,29,66,Sudeste,8.58,7.894,4.0,12.904359346101591
2065,2022-07-12,200000.0,42996.82,10.0,240,3 a 6 SM,MG,Novo,Livre,602,82.31,0,2022-08-01,2024-12-01,29,64,Sudeste,6.02,8.231,4.0,12.206072645530174
2066,2022-07-12,200000.0,33105.77,8.8,180,3 a 6 SM,SP,Usado,Livre,725,85.8,1,2022-08-01,2024-12-01,29,122,Sudeste,7.25,8.58,3.0,12.206072645530174
2067,2022-07-12,123361.51,28612.03,9.18,240,3 a 6 SM,SP,Usado,FGTS,573,81.17,1,2022-08-01,2024-12-01,29,135,Sudeste,5.73,8.117,4.0,11.72287442931887
2068,2022-07-12,313600.69,78980.67,7.56,240,6 a 10 SM,RJ,Usado,FGTS,651,79.88,1,2022-08-01,2024-12-01,29,175,Sudeste,6.51,7.9879999999999995,4.0,12.655875767711072
2069,2022-07-12,291922.38,123178.3,8.23,180,Acima de 10 SM,SP,Novo,FGTS,614,70.33,1,2022-08-01,2024-12-01,29,109,Sudeste,6.14,7.0329999999999995,3.0,12.584243223995703
2070,2022-07-12,146939.07,20890.5,5.23,360,Até 3 SM,CE,Usado,MCMV,822,87.55,0,2022-08-01,2024-12-01,29,39,Nordeste,8.22,8.754999999999999,6.0,11.897773290040316
2071,2022-07-13,402789.39,123449.42,7.82,300,6 a 10 SM,SP,Novo,FGTS,724,76.54,1,2022-08-01,2024-12-01,29,155,Sudeste,7.24,7.654000000000001,5.0,12.906169098863934
2072,2022-07-13,133462.81,15889.14,6.95,300,Até 3 SM,RN,Usado,MCMV,532,89.36,1,2022-08-01,2024-12-01,29,154,Nordeste,5.32,8.936,5.0,11.801578141233696
2073,2022-07-13,455160.39,145203.18,8.87,360,6 a 10 SM,PA,Usado,FGTS,525,75.81,0,2022-08-01,2024-12-01,29,47,Norte,5.25,7.581,6.0,13.028405141312128
2074,2022-07-13,125903.63,16809.51,6.96,360,Até 3 SM,AC,Novo,MCMV,641,88.22,1,2022-08-01,2024-12-01,29,179,Norte,6.41,8.822,6.0,11.743272052023464
2075,2022-07-13,110834.54,14542.49,4.36,300,Até 3 SM,RJ,Novo,MCMV,533,88.4,1,2022-08-01,2024-12-01,29,101,Sudeste,5.33,8.84,5.0,11.615793737568715
2076,2022-07-13,154278.29,31309.09,6.02,360,3 a 6 SM,SP,Usado,MCMV,618,83.13,0,2022-08-01,2024-12-01,29,63,Sudeste,6.18,8.312999999999999,6.0,11.946513328516897
2077,2022-07-13,115807.74,17934.01,7.79,180,Até 3 SM,SP,Usado,FGTS,476,86.59,1,2022-08-01,2024-12-01,29,109,Sudeste,4.76,8.659,3.0,11.659686681265619
2078,2022-07-13,160870.49,33869.62,5.3,240,3 a 6 SM,SP,Usado,MCMV,628,82.61,1,2022-08-01,2024-12-01,29,153,Sudeste,6.28,8.261,4.0,11.988354910317428
2079,2022-07-13,125921.22,20886.37,5.16,300,Até 3 SM,AP,Usado,MCMV,563,85.77,1,2022-08-01,2024-12-01,29,116,Norte,5.63,8.577,5.0,11.743411752295527
2080,2022-07-13,374670.69,98887.25,10.25,180,6 a 10 SM,PE,Usado,Livre,568,79.12,0,2022-08-01,2024-12-01,29,56,Nordeste,5.68,7.912000000000001,3.0,12.83380275914417
2081,2022-07-13,190382.41,71632.2,9.07,300,Acima de 10 SM,SP,Novo,FGTS,900,72.66,0,2022-08-01,2024-12-01,29,69,Sudeste,9.0,7.266,5.0,12.156790012617915
2082,2022-07-13,232130.31,65389.44,8.56,180,6 a 10 SM,BA,Usado,FGTS,678,78.02,0,2022-08-01,2024-12-01,29,66,Nordeste,6.78,7.802,3.0,12.35505417399918
2083,2022-07-13,316395.81,104618.32,8.83,240,Acima de 10 SM,SP,Novo,FGTS,817,75.15,1,2022-08-01,2024-12-01,29,133,Sudeste,8.17,7.515000000000001,4.0,12.664749272057229
2084,2022-07-14,126242.16,14441.78,5.28,360,Até 3 SM,RS,Novo,MCMV,677,89.73,1,2022-08-01,2024-12-01,29,99,Sul,6.77,8.973,6.0,11.745957246199483
2085,2022-07-14,174877.08,20500.75,7.0,120,Até 3 SM,SP,Usado,FGTS,544,89.51,1,2022-08-01,2024-12-01,29,144,Sudeste,5.44,8.951,2.0,12.071838606107196
2086,2022-07-14,253118.54,90963.83,7.76,360,Acima de 10 SM,PE,Usado,FGTS,764,73.56,0,2022-08-01,2024-12-01,29,76,Nordeste,7.64,7.356,6.0,12.441613195529621
2087,2022-07-14,258609.73,55965.65,11.68,300,3 a 6 SM,SC,Novo,Livre,670,82.21,1,2022-08-01,2024-12-01,29,153,Sul,6.7,8.221,5.0,12.463075370288786
2088,2022-07-14,159496.63,26005.38,6.19,360,Até 3 SM,RS,Novo,MCMV,632,85.98,1,2022-08-01,2024-12-01,29,133,Sul,6.32,8.598,6.0,11.97977807245718
2089,2022-07-14,189412.02,25980.05,7.77,180,Até 3 SM,SP,Usado,FGTS,463,87.94,1,2022-08-01,2024-12-01,29,141,Sudeste,4.63,8.794,3.0,12.151679921289553
2090,2022-07-14,191632.8,29004.48,5.34,300,3 a 6 SM,RN,Novo,MCMV,563,86.85,0,2022-08-01,2024-12-01,29,50,Nordeste,5.63,8.684999999999999,5.0,12.163336319846687
2091,2022-07-14,283100.69,69361.94,7.58,300,6 a 10 SM,SP,Usado,FGTS,716,80.32,0,2022-08-01,2024-12-01,29,80,Sudeste,7.16,8.032,5.0,12.553557908398327
2092,2022-07-14,83720.28,14336.96,6.76,300,Até 3 SM,SP,Usado,MCMV,652,85.38,0,2022-08-01,2024-12-01,29,86,Sudeste,6.52,8.538,5.0,11.335236521035949
2093,2022-07-14,500000.0,139195.39,9.48,360,6 a 10 SM,GO,Novo,FGTS,735,78.22,1,2022-08-01,2024-12-01,29,147,Centro-Oeste,7.35,7.822,6.0,13.122363377404328
2094,2022-07-15,205979.61,31667.46,9.78,300,3 a 6 SM,SC,Novo,Livre,503,86.67,1,2022-08-01,2024-12-01,29,161,Sul,5.03,8.667,5.0,12.235532462290292
2095,2022-07-15,100770.66,12838.35,6.69,180,Até 3 SM,RS,Usado,MCMV,506,88.7,0,2022-08-01,2024-12-01,29,69,Sul,5.06,8.870000000000001,3.0,11.520602520821324
2096,2022-07-15,461913.39,118246.3,8.51,180,Acima de 10 SM,ES,Usado,FGTS,697,79.62,0,2022-08-01,2024-12-01,29,46,Sudeste,6.97,7.962000000000001,3.0,13.043132684957174
2097,2022-07-15,307042.58,102011.99,7.4,300,Acima de 10 SM,MG,Usado,FGTS,631,75.06,1,2022-08-01,2024-12-01,29,107,Sudeste,6.31,7.506,5.0,12.634741714020189
2098,2022-07-15,147200.75,32161.27,8.19,180,3 a 6 SM,SP,Usado,FGTS,651,82.07,0,2022-08-01,2024-12-01,29,48,Sudeste,6.51,8.206999999999999,3.0,11.899552580372628
2099,2022-07-15,166646.7,24654.61,4.43,360,Até 3 SM,MG,Usado,MCMV,573,87.11,0,2022-08-01,2024-12-01,29,40,Sudeste,5.73,8.711,6.0,12.023631281559625
2100,2022-07-15,127876.41,21432.72,9.36,360,3 a 6 SM,SP,Usado,FGTS,743,85.65,1,2022-08-01,2024-12-01,29,129,Sudeste,7.43,8.565000000000001,6.0,11.758819529586098
2101,2022-07-15,227547.94,70337.3,8.73,240,6 a 10 SM,RJ,Novo,FGTS,795,76.39,1,2022-08-01,2024-12-01,29,167,Sudeste,7.95,7.639,4.0,12.335116220448416
2102,2022-07-15,118538.91,17933.34,5.65,300,Até 3 SM,SC,Usado,MCMV,570,86.86,1,2022-08-01,2024-12-01,29,154,Sul,5.7,8.686,5.0,11.682996540091185
2103,2022-07-15,355933.77,151195.98,7.15,120,Acima de 10 SM,MS,Novo,FGTS,778,70.19,0,2022-08-01,2024-12-01,29,18,Centro-Oeste,7.78,7.019,2.0,12.782499953200864
2104,2022-07-15,148671.54,27329.75,4.07,360,3 a 6 SM,RJ,Novo,MCMV,615,84.47,1,2022-08-01,2024-12-01,29,144,Sudeste,6.15,8.447,6.0,11.909494722065888
2105,2022-07-15,200000.0,28687.15,9.48,120,3 a 6 SM,CE,Novo,Livre,642,87.46,1,2022-08-01,2024-12-01,29,131,Nordeste,6.42,8.745999999999999,2.0,12.206072645530174
2106,2022-07-15,134050.94,16634.59,6.98,360,Até 3 SM,RJ,Usado,MCMV,591,88.96,1,2022-08-01,2024-12-01,29,125,Sudeste,5.91,8.895999999999999,6.0,11.80597515594836
2107,2022-07-15,257488.76,73119.3,9.47,240,6 a 10 SM,RJ,Usado,FGTS,697,77.88,0,2022-08-01,2024-12-01,29,74,Sudeste,6.97,7.787999999999999,4.0,12.458731347647781
2108,2022-07-16,120793.69,16168.48,6.76,180,Até 3 SM,SP,Usado,MCMV,539,88.19,1,2022-08-01,2024-12-01,29,121,Sudeste,5.39,8.818999999999999,3.0,11.701839328019213
2109,2022-07-16,144951.73,32068.11,7.11,300,3 a 6 SM,PR,Usado,FGTS,639,81.88,0,2022-08-01,2024-12-01,29,68,Sul,6.39,8.187999999999999,5.0,11.88415606942863
2110,2022-07-16,208706.52,31097.56,5.66,300,Até 3 SM,SP,Novo,MCMV,448,87.03,0,2022-08-01,2024-12-01,29,16,Sudeste,4.48,8.703,5.0,12.248684333593113
2111,2022-07-16,309530.27,100255.73,11.17,240,6 a 10 SM,MS,Usado,Livre,702,75.53,1,2022-08-01,2024-12-01,29,169,Centro-Oeste,7.02,7.553,4.0,12.642811169232312
2112,2022-07-16,378543.32,57427.6,8.58,240,3 a 6 SM,MS,Usado,Livre,574,86.83,1,2022-08-01,2024-12-01,29,125,Centro-Oeste,5.74,8.683,4.0,12.844085797093891
2113,2022-07-16,223786.38,73368.4,8.42,240,6 a 10 SM,RN,Novo,FGTS,701,75.31,0,2022-08-01,2024-12-01,29,53,Nordeste,7.01,7.531000000000001,4.0,12.318447215099198
2114,2022-07-16,175203.28,26613.07,7.16,300,3 a 6 SM,MG,Novo,FGTS,585,86.81,1,2022-08-01,2024-12-01,29,119,Sudeste,5.85,8.681000000000001,5.0,12.073702178770372
2115,2022-07-16,128020.94,14738.97,5.14,360,Até 3 SM,PB,Usado,MCMV,452,89.68,1,2022-08-01,2024-12-01,29,170,Nordeste,4.52,8.968,6.0,11.759949123271756
2116,2022-07-16,99102.08,20458.96,4.37,240,3 a 6 SM,MA,Novo,MCMV,682,82.89,1,2022-08-01,2024-12-01,29,117,Nordeste,6.82,8.289,4.0,11.503905708997916
2117,2022-07-16,200000.0,43453.42,11.44,120,3 a 6 SM,PA,Usado,Livre,654,82.15,0,2022-08-01,2024-12-01,29,73,Norte,6.54,8.215,2.0,12.206072645530174
2118,2022-07-16,123076.21,14455.72,6.37,240,Até 3 SM,RJ,Usado,MCMV,721,89.49,1,2022-08-01,2024-12-01,29,142,Sudeste,7.21,8.949,4.0,11.720559035981688
2119,2022-07-16,165561.48,26971.92,9.28,120,Até 3 SM,SP,Usado,FGTS,393,85.99,1,2022-08-01,2024-12-01,29,143,Sudeste,3.93,8.599,2.0,12.017097885180046
2120,2022-07-16,250612.56,81803.64,9.27,240,6 a 10 SM,ES,Novo,FGTS,613,75.39,0,2022-08-01,2024-12-01,29,56,Sudeste,6.13,7.539,4.0,12.431663439900843
2121,2022-07-16,80000.0,12971.49,5.76,240,Até 3 SM,SP,Usado,MCMV,564,86.05,1,2022-08-01,2024-12-01,29,144,Sudeste,5.64,8.605,4.0,11.289781913656018
2122,2022-07-16,214830.43,37021.07,8.19,360,Até 3 SM,PI,Novo,FGTS,587,85.3,1,2022-08-01,2024-12-01,29,145,Nordeste,5.87,8.53,6.0,12.277604298249738
2123,2022-07-16,200000.0,41620.96,8.93,240,3 a 6 SM,MG,Novo,Livre,635,82.77,1,2022-08-01,2024-12-01,29,123,Sudeste,6.35,8.277,4.0,12.206072645530174
2124,2022-07-16,201549.35,28911.58,4.43,180,Até 3 SM,BA,Novo,MCMV,620,87.45,0,2022-08-01,2024-12-01,29,87,Nordeste,6.2,8.745000000000001,3.0,12.21378954353391
2125,2022-07-17,159538.57,21260.68,7.66,360,Até 3 SM,SP,Usado,FGTS,570,88.24,1,2022-08-01,2024-12-01,29,136,Sudeste,5.7,8.824,6.0,11.980040990155551
2126,2022-07-17,129192.19,22149.43,5.81,180,3 a 6 SM,SP,Novo,MCMV,590,85.36,1,2022-08-01,2024-12-01,29,149,Sudeste,5.9,8.536,3.0,11.76905641958712
2127,2022-07-17,144429.39,20316.28,7.42,300,Até 3 SM,PR,Usado,FGTS,550,87.67,1,2022-08-01,2024-12-01,29,146,Sul,5.5,8.767,5.0,11.88054601658702
2128,2022-07-17,200000.0,38300.74,9.58,180,3 a 6 SM,PA,Usado,Livre,623,83.93,0,2022-08-01,2024-12-01,29,35,Norte,6.23,8.393,3.0,12.206072645530174
2129,2022-07-17,155067.91,31752.93,7.38,360,3 a 6 SM,SP,Usado,FGTS,694,83.0,1,2022-08-01,2024-12-01,29,132,Sudeste,6.94,8.3,6.0,11.951618428983142
2130,2022-07-17,357039.32,66221.53,8.6,300,6 a 10 SM,RR,Novo,FGTS,653,84.35,0,2022-08-01,2024-12-01,29,82,Norte,6.53,8.434999999999999,5.0,12.785601194752829
2131,2022-07-17,125716.75,29393.95,5.41,240,3 a 6 SM,MT,Usado,MCMV,699,81.05,0,2022-08-01,2024-12-01,29,20,Centro-Oeste,6.99,8.105,4.0,11.741786639479681
2132,2022-07-17,147602.97,26059.38,7.21,120,3 a 6 SM,CE,Novo,FGTS,729,84.99,0,2022-08-01,2024-12-01,29,43,Nordeste,7.29,8.498999999999999,2.0,11.902281312897285
2133,2022-07-17,139685.56,20759.61,6.83,360,Até 3 SM,RN,Usado,MCMV,498,87.06,1,2022-08-01,2024-12-01,29,102,Nordeste,4.98,8.706,6.0,11.847149175550408
2134,2022-07-17,127617.05,18926.5,4.51,360,3 a 6 SM,RR,Usado,MCMV,523,87.08,0,2022-08-01,2024-12-01,29,68,Norte,5.23,8.708,6.0,11.756789261656033
2135,2022-07-18,202779.94,39767.33,8.82,360,6 a 10 SM,RJ,Usado,FGTS,661,83.6,1,2022-08-01,2024-12-01,29,140,Sudeste,6.61,8.36,6.0,12.219876630619359
2136,2022-07-18,332298.46,65813.75,7.31,300,6 a 10 SM,PR,Novo,FGTS,619,83.47,0,2022-08-01,2024-12-01,29,81,Sul,6.19,8.347,5.0,12.71378881996541
2137,2022-07-18,99307.99,13987.53,4.88,120,Até 3 SM,SP,Usado,MCMV,655,87.65,1,2022-08-01,2024-12-01,29,151,Sudeste,6.55,8.765,2.0,11.505981310038969
2138,2022-07-18,224703.63,31049.03,9.34,240,Até 3 SM,SP,Usado,FGTS,414,87.86,1,2022-08-01,2024-12-01,29,91,Sudeste,4.14,8.786,4.0,12.322537612916097
2139,2022-07-18,348032.91,141791.65,8.94,240,Acima de 10 SM,PA,Usado,Livre,711,71.05,1,2022-08-01,2024-12-01,29,157,Norte,7.11,7.1049999999999995,4.0,12.760052323250767
2140,2022-07-18,101518.74,13694.11,6.02,300,Até 3 SM,CE,Novo,MCMV,715,88.11,0,2022-08-01,2024-12-01,29,56,Nordeste,7.15,8.811,5.0,11.52799869096373
2141,2022-07-18,272522.35,73709.39,9.31,360,Acima de 10 SM,BA,Novo,FGTS,841,78.71,0,2022-08-01,2024-12-01,29,42,Nordeste,8.41,7.8709999999999996,6.0,12.515475908070739
2142,2022-07-18,244866.21,56155.65,8.63,180,6 a 10 SM,SP,Usado,FGTS,768,81.34,1,2022-08-01,2024-12-01,29,165,Sudeste,7.68,8.134,3.0,12.408467258737332
2143,2022-07-18,305163.46,81215.94,7.08,300,Acima de 10 SM,PI,Novo,FGTS,894,78.98,1,2022-08-01,2024-12-01,29,149,Nordeste,8.94,7.898000000000001,5.0,12.628602846454214
2144,2022-07-19,394110.61,90268.63,8.49,360,6 a 10 SM,MG,Usado,FGTS,649,81.36,0,2022-08-01,2024-12-01,29,62,Sudeste,6.49,8.136,6.0,12.88438688492169
2145,2022-07-19,195823.69,35123.5,7.79,360,3 a 6 SM,RJ,Novo,FGTS,547,84.79,1,2022-08-01,2024-12-01,29,134,Sudeste,5.47,8.479000000000001,6.0,12.184969992566696
2146,2022-07-19,206112.06,54937.82,7.94,360,Acima de 10 SM,RS,Usado,FGTS,771,78.96,1,2022-08-01,2024-12-01,29,137,Sul,7.71,7.895999999999999,6.0,12.236175280450441
2147,2022-07-19,138056.81,19197.85,6.92,120,3 a 6 SM,MT,Usado,MCMV,534,87.79,1,2022-08-01,2024-12-01,29,179,Centro-Oeste,5.34,8.779,2.0,11.835420546094534
2148,2022-07-19,99501.87,15132.46,4.08,240,3 a 6 SM,BA,Usado,MCMV,620,86.8,0,2022-08-01,2024-12-01,29,37,Nordeste,6.2,8.68,4.0,11.507931716939929
2149,2022-07-19,132577.16,22290.29,4.93,360,Até 3 SM,TO,Novo,MCMV,685,85.61,0,2022-08-01,2024-12-01,29,57,Norte,6.85,8.561,6.0,11.794920094537137
2150,2022-07-19,200000.0,38107.71,9.94,180,3 a 6 SM,MA,Novo,Livre,768,84.0,1,2022-08-01,2024-12-01,29,129,Nordeste,7.68,8.4,3.0,12.206072645530174
2151,2022-07-19,407550.56,121794.25,8.19,360,6 a 10 SM,BA,Usado,FGTS,762,76.99,1,2022-08-01,2024-12-01,29,95,Nordeste,7.62,7.699,6.0,12.917920277586191
2152,2022-07-19,196819.09,35536.27,7.53,360,3 a 6 SM,ES,Novo,FGTS,684,84.71,0,2022-08-01,2024-12-01,29,57,Sudeste,6.84,8.471,6.0,12.190040260928418
2153,2022-07-19,86065.73,17135.66,4.52,240,3 a 6 SM,RJ,Usado,MCMV,701,83.4,1,2022-08-01,2024-12-01,29,135,Sudeste,7.01,8.34,4.0,11.362866585630943
2154,2022-07-20,186093.87,25768.2,7.58,180,3 a 6 SM,RJ,Usado,FGTS,626,87.84,0,2022-08-01,2024-12-01,29,65,Sudeste,6.26,8.784,3.0,12.134006502807875
2155,2022-07-20,523216.06,217844.98,11.07,300,Acima de 10 SM,DF,Usado,Livre,685,70.6,1,2022-08-01,2024-12-01,29,92,Centro-Oeste,6.85,7.06,5.0,13.167749774372677
2156,2022-07-20,178283.32,29199.08,7.19,120,Até 3 SM,SE,Usado,FGTS,683,85.93,1,2022-08-01,2024-12-01,29,124,Nordeste,6.83,8.593,2.0,12.091129249278842
2157,2022-07-20,124910.59,24257.86,7.6,240,3 a 6 SM,GO,Novo,FGTS,634,83.74,0,2022-08-01,2024-12-01,29,86,Centro-Oeste,6.34,8.373999999999999,4.0,11.735353480349648
2158,2022-07-20,304890.67,84447.37,9.32,180,6 a 10 SM,MG,Novo,FGTS,829,78.31,0,2022-08-01,2024-12-01,29,60,Sudeste,8.29,7.831,3.0,12.627708532311365
2159,2022-07-20,200000.0,35060.56,9.49,300,3 a 6 SM,PB,Novo,Livre,599,85.08,0,2022-08-01,2024-12-01,29,90,Nordeste,5.99,8.508,5.0,12.206072645530174
2160,2022-07-20,112268.15,19854.91,5.31,240,3 a 6 SM,SP,Usado,MCMV,708,84.97,1,2022-08-01,2024-12-01,29,128,Sudeste,7.08,8.497,4.0,11.628645485183988
2161,2022-07-20,113990.81,18535.86,4.27,300,Até 3 SM,GO,Novo,MCMV,622,86.01,0,2022-08-01,2024-12-01,29,43,Centro-Oeste,6.22,8.601,5.0,11.64387311009206
2162,2022-07-21,301909.27,56800.22,9.3,240,3 a 6 SM,RN,Usado,Livre,655,84.17,1,2022-08-01,2024-12-01,29,124,Nordeste,6.55,8.417,4.0,12.617881820755159
2163,2022-07-21,109488.03,22929.72,6.74,300,3 a 6 SM,SC,Novo,MCMV,528,82.68,1,2022-08-01,2024-12-01,29,110,Sul,5.28,8.268,5.0,11.603570507194872
2164,2022-07-21,103084.44,17646.71,6.77,240,3 a 6 SM,RJ,Novo,MCMV,585,85.38,1,2022-08-01,2024-12-01,29,147,Sudeste,5.85,8.538,4.0,11.543303737179766
2165,2022-07-21,167339.15,27680.94,4.95,180,Até 3 SM,RJ,Usado,MCMV,542,85.81,1,2022-08-01,2024-12-01,29,173,Sudeste,5.42,8.581,3.0,12.027777870357784
2166,2022-07-21,203009.44,30697.77,9.12,300,3 a 6 SM,PE,Novo,FGTS,835,86.86,0,2022-08-01,2024-12-01,29,17,Nordeste,8.35,8.686,5.0,12.221007759405772
2167,2022-07-21,177927.26,26092.28,4.1,240,3 a 6 SM,SP,Usado,MCMV,725,87.21,1,2022-08-01,2024-12-01,29,145,Sudeste,7.25,8.721,4.0,12.089130094067974
2168,2022-07-21,175726.12,20118.79,7.22,120,Até 3 SM,SC,Usado,FGTS,687,89.73,1,2022-08-01,2024-12-01,29,178,Sul,6.87,8.973,2.0,12.076681925618901
2169,2022-07-21,427580.52,121062.24,11.94,300,6 a 10 SM,RJ,Usado,Livre,684,77.93,1,2022-08-01,2024-12-01,29,128,Sudeste,6.84,7.793000000000001,5.0,12.965897900500346
2170,2022-07-21,142390.05,19233.41,4.58,120,Até 3 SM,MG,Usado,MCMV,507,88.1,1,2022-08-01,2024-12-01,29,125,Sudeste,5.07,8.809999999999999,2.0,11.866325401923234
2171,2022-07-21,184410.63,36619.83,5.99,240,3 a 6 SM,RJ,Novo,MCMV,564,83.43,1,2022-08-01,2024-12-01,29,116,Sudeste,5.64,8.343,4.0,12.124920234863964
2172,2022-07-21,352966.14,113355.51,9.33,120,6 a 10 SM,RO,Usado,FGTS,783,75.69,1,2022-08-01,2024-12-01,29,100,Norte,7.83,7.569,2.0,12.774127410634865
2173,2022-07-21,173936.65,26914.24,8.82,240,Até 3 SM,MG,Usado,FGTS,437,86.6,0,2022-08-01,2024-12-01,29,82,Sudeste,4.37,8.66,4.0,12.066446431443515
2174,2022-07-22,492570.0,123556.53,7.44,360,Acima de 10 SM,SP,Novo,FGTS,749,79.95,1,2022-08-01,2024-12-01,29,135,Sudeste,7.49,7.995,6.0,13.107391861474182
2175,2022-07-22,245340.41,54321.36,8.02,300,3 a 6 SM,RS,Novo,FGTS,550,81.87,1,2022-08-01,2024-12-01,29,166,Sul,5.5,8.187000000000001,5.0,12.410401953735587
2176,2022-07-22,185653.57,38702.39,8.95,300,3 a 6 SM,PE,Novo,FGTS,567,82.75,1,2022-08-01,2024-12-01,29,104,Nordeste,5.67,8.275,5.0,12.131637689153706
2177,2022-07-22,112497.26,14317.61,5.82,300,Até 3 SM,RN,Novo,MCMV,585,88.71,1,2022-08-01,2024-12-01,29,123,Nordeste,5.85,8.870999999999999,5.0,11.630684144774454
2178,2022-07-22,302521.89,77754.36,7.87,360,6 a 10 SM,SP,Usado,FGTS,837,79.55,1,2022-08-01,2024-12-01,29,108,Sudeste,8.37,7.955,6.0,12.619908917471275
2179,2022-07-22,211291.91,35587.83,9.12,360,Até 3 SM,SP,Usado,FGTS,544,85.58,1,2022-08-01,2024-12-01,29,144,Sudeste,5.44,8.558,6.0,12.260995916075165
2180,2022-07-22,148739.11,21860.46,7.19,300,Até 3 SM,PR,Usado,FGTS,575,87.19,1,2022-08-01,2024-12-01,29,168,Sul,5.75,8.719,5.0,11.909949110643854
2181,2022-07-22,271927.43,59517.64,9.03,180,6 a 10 SM,MG,Usado,FGTS,739,82.04,1,2022-08-01,2024-12-01,29,155,Sudeste,7.39,8.204,3.0,12.513290508209701
2182,2022-07-22,326688.47,110264.56,8.25,240,Acima de 10 SM,MG,Usado,FGTS,725,74.77,0,2022-08-01,2024-12-01,29,76,Sudeste,7.25,7.476999999999999,4.0,12.696762304649262
2183,2022-07-22,377560.9,106853.48,11.91,360,Acima de 10 SM,SP,Usado,Livre,688,77.94,1,2022-08-01,2024-12-01,29,171,Sudeste,6.88,7.794,6.0,12.84148715916313
2184,2022-07-22,239601.49,39920.42,11.66,180,3 a 6 SM,SP,Novo,Livre,569,85.72,1,2022-08-01,2024-12-01,29,162,Sudeste,5.69,8.572,3.0,12.386732363901926
